0,0
-1,35
-1,35
-1,48
-1,03
-1,04
-1,04
-1,04
-1,06
-1,07
-1,07
-1,08
-1,08
-1,09
-1,09
-1,1
-1,1
-1,12
-1,05
-1,19
-1,19
-1,22
-1,22
-1,15
-1,15
-1,24
-1,2
-1,21
-1,21
-1,56
-1,56
-1,57
-1,57
-1,71
-1,71
-1,71
-1,71
-1,71
-1,71
-1,72
-1,72
-1,72
-1,72
-1,72
-1,72
-1,73
-1,73
-1,73
-1,69
-1,69
-1,69
-1,69
-1,69
-1,7
-0,07
-0,07
-0,07
-0,07
-0,07
-0,07
-0,07
-0,07
-0,05
-0,05
-0,04
-0,04
-0,04
-0,04
-0,04
-0,04
-0,04
-0,04
-0,04
-0,05
-0,05
-0,05
-0,05
-0,05
-0,04
-3,32
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0,01
-0,01
-0,01
0,0
0,0
0,0
-0,01
0,0
0,0
0,0
0,0
0,0
-0,01
0,0
0,0
0,0
-0,01
-0,01
-0,01
-0,01
-0,01
-0,01
-0,02
0,0
0,0
0,0
-0,01
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
